"uniqueid","caseid","yearcase","wave","party_survey","party_elected","region","age","female","elecsys","pplist","parlame","parlsys","fidelit","munelec","concurr","needmps","needmps2","needmps_all","abusemp","presinf","colig","cprep","cppol","cplimit","cpurnas","cpfisio","cpcorr","cpslow","cpmps","cpcenter","cpswitch","cpgovern","cpcands","cpparl","impinst","dilemma","coalperc","believe","demands","imptmin","efforts","exparea","expmin","promise","pporg","econaid","success","nocomp","bases","elecamp","famtrad","carisma","expel","expel2","expel_all","others","ppswitch","ppswitc2","ppswitch_all","execut","clients","clients2","clients_all","ppvsreg","prescand","govcand","plenario","defideo","visitas","visitas2","visitas_all","pedidos","pedidos2","pedidos_all","destpp","destpp2","destpp_all","pork","pork2","pork_all","destcn","destcn2","destcn_all","entidade","entidad2","entidade_all","local","local2","local_all","boletins","tvradio","discplen","votplen","intbill","amend","speaker","commiss","execpp","talkmil","fedbur","locbur","press","civsoc","mtsarney","mtcollor","favors","position","redtape","account","timevtr","timepref","timebill","timemisc","sarney","collor","itamar","cardoso1","cardoso2","lula","congress","partysys","coalgood","presscn","psdbpt","terms","pds1980","pmdb1980","pp1980_80","pdt1980","pt1980","ptb1980","outro1980","np1980","arena1966","mdb1966","outro1966","np1966","vereador","depest","senador","depfed","prefvice","govvice","ministro","secest","family","elei1990","occup","dempmdb","dempfl","dempds","dempsdb","demprn","dempdt","demptb","dempt","dempl","dempcdb","dempdc","dempcb","dempsb","dempstu","econdev","socord","demcons","ffaaint","ffaadem","mindef","minciv","extsni","lrclass","lrpmdb","lrdem","lrpcb","lrpcdob","lrpdc","lrpds","lrpdt","lrpfl","lrpl","lrpp","lrpp_ppb","lrppr","lrpps","lrpr","lrprn","lrpsb","lrpsd","lrpsdb","lrpsol","lrpstu","lrpt","lrptb","lrprb","lrsd","lrpsc","lrpros","lrrede","lrptn","lrpv","lrsarney","lrcollor","lritamar","lrfhc","lrlula","lrdilma","lrtemer","econlmr","gov2006","pres2006","vot1989_1","vot1989_2","renda","renda_5","inicpriv","inicpriv_5","govresp","govresp_5","concorr","concorr_5","getrich","getrich_5","trabvida","trabvida_5","enviro","saude","edfund","edsuper","infra","socpol","fiscal","flforpol","flallies","flviolence","fljudicial","flregulate","flrace","flpolref","flpreviden","flantipov","flanticorr","flgovrel","flsociety","flmonetary","dlforpol","dlallies","dlviol","dlinfra","dlrace","dlantpov","dlgender","dltecno","dlcorrup","dlgovrel","dlfiscal","dlcivsoc","dlmonet","dlhrmil","dlpetro","fpallies","fpecdev","fpinteg","fpauth","fpoecd","fpoecd2","fpoecd_all","china","onuseg","brfdi","bndes","cotaafro","cotrenda","casament","aborto","cotamulheres","tengoal1","tengoal2","currentgoal1","currentgoal2","othergoal1","othergoal2","bfpobre","bfpref","bfbase","bflula","bfmywin","polpop","polsocmed","polcong","polmedia","pcfiscal","pcinterv","pcredist","pcvalues","pm4","pm12","czideo2013","czideose2013","czideo","czideo.se","pweight","cites","amends","approved","econlmr1990","mnclmr","agrlmr","lrlmr","diap","kinzo","reldisc","absdisc","econdiap","ideodiap","presdiap","bcdiap","jurodiap","evangel","diapstar","diaphist"
7120,120,2013120,2013,14,14,5,8,0,1,1,2,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-999,NA,NA,3,-999,NA,NA,4,1,2,NA,NA,NA,NA,NA,4,2,NA,3,1,NA,4,2,NA,4,2,NA,4,2,NA,4,2,NA,5,2,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,-999,-999,NA,-999,NA,NA,-999,NA,NA,NA,-999,NA,-999,-999,NA,-999,-999,-999,-999,NA,-999,3,NA,NA,NA,NA,NA,NA,-999,9,8,7,5,3,2,NA,2,NA,NA,NA,NA,1,1,5,3,5,3,3,2,10,5,2,1,1,5,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,3,3,-999,2,3,1,1,1,2,3,3,NA,NA,NA,NA,NA,3,-999,3,5,5,5,1,5,1,5,NA,1,3,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,-0.37879068,0.16475341,-0.343312941394998,0.0921522800815867,1.494949495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,13
1114,22,2013022,2013,14,14,2,10,0,2,1,2,NA,0,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,3,-999,NA,NA,5,1,2,NA,NA,NA,NA,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,10,NA,1,NA,NA,1,NA,NA,NA,10,NA,1,5,NA,1,5,5,1,NA,1,5,NA,NA,NA,NA,NA,NA,1,5,10,5,3,2,2,NA,1,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,3,3,3,3,4,3,3,3,3,4,3,NA,NA,NA,NA,NA,5,1,3,5,5,1,3,3,1,1,NA,3,1,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.61478102,0.15946727,0.0675417890186951,0.0688684835359845,1.494949495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
1051,50,2013050,2013,15,15,1,9,0,1,1,1,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,4,1,NA,NA,3,-999,2,NA,NA,NA,NA,NA,4,2,NA,2,1,NA,2,1,NA,3,1,NA,2,1,NA,1,0,NA,4,2,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,4,6,NA,2,NA,NA,4,NA,NA,NA,6,NA,3,6,NA,4,5,5,2,NA,3,4,NA,NA,NA,NA,NA,NA,4,5,6,6,5,5,5,NA,1,NA,NA,NA,NA,2,1,1,1,9,5,1,1,10,5,3,2,2,4,5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,3,3,-999,4,2,3,3,3,4,3,NA,NA,NA,NA,NA,3,-999,2,2,4,4,2,3,1,3,NA,1,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.95572591,0.31778282,0.37166949422919,0.17450865063352,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
4133,143,2013143,2013,15,15,1,7,0,3,1,1,NA,1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,2,NA,NA,4,1,2,NA,NA,NA,NA,NA,5,2,NA,3,1,NA,3,1,NA,4,2,NA,4,2,NA,4,2,NA,4,2,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,4,8,NA,2,NA,NA,4,NA,NA,NA,8,NA,3,8,NA,4,8,4,1,NA,3,8,NA,NA,NA,NA,NA,NA,3,6,7,5,5,4,4,NA,1,NA,NA,NA,NA,8,4,3,2,8,4,1,1,10,5,3,2,2,5,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,3,3,4,4,4,2,3,2,3,3,2,NA,NA,NA,NA,NA,3,-999,2,2,4,2,5,5,3,3,NA,1,3,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.26972297,0.16738446,-0.280143107794919,0.089963110394925,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,15
7128,128,2013128,2013,15,15,3,8,0,1,1,2,NA,0,NA,NA,NA,3,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,4,1,NA,NA,3,-999,2,NA,NA,NA,NA,NA,5,2,NA,3,1,NA,2,1,NA,5,2,NA,3,1,NA,4,2,NA,5,2,NA,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-999,5,8,NA,2,NA,NA,4,NA,NA,NA,8,NA,2,7,NA,4,7,7,1,NA,2,8,NA,NA,NA,NA,NA,NA,6,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,5,3,1,1,7,4,1,1,10,5,8,4,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,3,3,3,4,2,3,3,3,3,4,NA,NA,NA,NA,NA,5,1,3,5,5,3,1,5,3,3,NA,1,3,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0.088899985,0.24605772,-0.084353996041957,0.121913297510764,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
7061,61,2013061,2013,15,15,5,4,0,2,1,1,NA,1,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,-999,NA,NA,5,1,3,NA,NA,NA,NA,NA,5,2,NA,2,1,NA,3,1,NA,2,1,NA,4,2,NA,3,1,NA,3,1,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,6,9,NA,3,NA,NA,4,NA,NA,NA,10,NA,6,10,NA,-999,9,6,2,NA,4,10,NA,NA,NA,NA,NA,NA,7,7,7,7,7,6,5,NA,1,NA,NA,NA,NA,3,2,1,1,7,4,2,1,9,5,7,4,1,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,3,3,4,4,3,3,3,4,3,2,4,2,NA,NA,NA,NA,NA,2,2,1,2,4,4,4,5,5,2,NA,1,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.8884449,0.23536658,-0.604056302453781,0.137769956796362,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
3008,110,2013110,2013,15,15,2,8,0,2,1,1,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,5,1,NA,NA,4,1,2,NA,NA,NA,NA,NA,5,2,NA,3,1,NA,3,1,NA,2,1,NA,4,2,NA,4,2,NA,2,1,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-999,-999,8,NA,2,NA,NA,-999,NA,NA,NA,8,NA,4,7,NA,5,9,7,1,NA,3,8,NA,NA,NA,NA,NA,NA,4,8,-999,-999,8,5,7,NA,3,NA,NA,NA,NA,5,3,2,1,8,4,2,1,9,5,9,5,2,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,2,2,3,1,1,1,2,1,3,2,NA,NA,NA,NA,NA,2,2,2,4,2,5,2,5,2,1,NA,2,1,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-999,-999,-999,-999,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,5
7131,131,2013131,2013,15,15,2,8,0,2,2,1,NA,1,NA,NA,NA,3,-999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,1,2,NA,NA,4,1,2,NA,NA,NA,NA,NA,4,2,NA,4,2,NA,3,1,NA,5,2,NA,3,1,NA,2,1,NA,5,2,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,6,9,NA,1,NA,NA,3,NA,NA,NA,9,NA,2,7,NA,4,8,5,1,NA,4,7,NA,NA,NA,NA,NA,NA,3,6,8,6,6,5,4,NA,1,NA,NA,NA,NA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,4,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,3,3,3,3,1,4,2,2,3,3,NA,NA,NA,NA,NA,4,1,1,3,4,3,2,4,5,1,NA,1,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.24082313,0.17574301,-0.248846210628282,0.0968392158888663,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
2023,141,2013141,2013,15,15,1,8,0,1,-999,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,5,1,NA,NA,5,1,3,NA,NA,NA,NA,NA,5,2,NA,2,1,NA,4,2,NA,5,2,NA,5,2,NA,3,1,NA,5,2,NA,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,5,10,NA,4,NA,NA,5,NA,NA,NA,10,NA,4,10,NA,4,10,5,2,NA,5,8,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,8,4,1,1,5,3,1,1,10,5,1,1,1,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,4,3,3,3,3,3,2,2,3,3,2,NA,NA,NA,NA,NA,-999,-999,1,1,4,5,1,4,5,1,NA,1,3,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.48786762,0.2060093,-0.395030616460166,0.0918761589547606,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
7117,117,2013117,2013,15,15,2,6,0,2,1,1,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,3,-999,NA,NA,1,2,2,NA,NA,NA,NA,NA,5,2,NA,3,1,NA,3,1,NA,2,1,NA,4,2,NA,4,2,NA,4,2,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,4,6,NA,2,NA,NA,4,NA,NA,NA,7,NA,4,7,NA,4,5,6,2,NA,3,5,NA,NA,NA,NA,NA,NA,4,7,7,6,5,4,4,NA,3,NA,NA,NA,NA,1,1,1,1,8,4,1,1,10,5,3,2,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,3,3,3,3,4,2,3,2,3,4,4,NA,NA,NA,NA,NA,3,-999,2,4,2,4,4,4,3,4,NA,1,3,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.89493483,0.25233909,-0.620556348738474,0.199382685040357,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2
3134,92,2013092,2013,15,15,4,9,0,2,2,1,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,1,NA,NA,4,1,2,NA,NA,NA,NA,NA,5,2,NA,4,2,NA,3,1,NA,3,1,NA,4,2,NA,5,2,NA,4,2,NA,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,5,10,NA,2,NA,NA,4,NA,NA,NA,10,NA,3,10,NA,4,10,6,1,NA,4,5,NA,NA,NA,NA,NA,NA,6,8,10,6,5,4,4,NA,2,NA,NA,NA,NA,1,1,1,1,6,3,1,1,10,5,3,2,2,5,5,-999,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,3,4,4,2,2,2,1,4,2,NA,NA,NA,NA,NA,4,1,2,1,5,4,2,2,1,1,NA,1,3,4,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.27499974,0.15819064,-0.275687522875416,0.0771631883696315,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4
7139,139,2013139,2013,15,15,2,1,0,2,1,1,NA,0,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,2,NA,NA,4,1,2,NA,NA,NA,NA,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,5,-999,NA,1,NA,NA,2,NA,NA,NA,-999,NA,3,5,NA,1,5,3,1,NA,1,8,NA,NA,NA,NA,NA,NA,2,5,8,5,3,1,3,NA,2,NA,NA,NA,NA,10,5,10,5,10,5,1,1,10,5,10,5,2,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,3,4,3,3,4,2,3,3,1,3,4,NA,NA,NA,NA,NA,3,-999,3,3,4,5,2,5,1,5,NA,2,3,3,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.91100067,0.20442818,0.31978596326951,0.0994062341215963,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
6119,99,2013099,2013,15,15,2,10,0,2,1,1,NA,0,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,5,1,NA,NA,1,2,3,NA,NA,NA,NA,NA,5,2,NA,5,2,NA,5,2,NA,5,2,NA,3,1,NA,5,2,NA,5,2,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,7,8,NA,2,NA,NA,4,NA,NA,NA,9,NA,1,10,NA,1,8,5,1,NA,2,8,NA,NA,NA,NA,NA,NA,2,10,10,4,5,5,5,NA,2,NA,NA,NA,NA,1,1,1,1,5,3,1,1,8,4,1,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,4,3,4,4,4,2,2,2,2,4,2,NA,NA,NA,NA,NA,3,-999,4,1,5,5,-999,5,-999,1,NA,1,3,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,-0.70936,0.18431409,-0.470008496095362,0.080380444708233,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,6
7053,53,2013053,2013,15,15,2,7,0,3,1,1,NA,0,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,-999,NA,NA,5,1,2,NA,NA,NA,NA,NA,5,2,NA,4,2,NA,1,0,NA,5,2,NA,2,1,NA,1,0,NA,4,2,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,6,9,NA,2,NA,NA,4,NA,NA,NA,9,NA,4,-999,NA,2,8,-999,1,NA,2,8,NA,NA,NA,NA,NA,NA,6,7,9,5,4,3,3,NA,2,NA,NA,NA,NA,1,1,5,3,5,3,1,1,10,5,5,3,2,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,2,3,1,3,3,4,3,2,3,3,5,2,NA,NA,NA,NA,NA,2,2,3,5,2,3,4,2,3,3,NA,1,4,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.62196952,0.15608644,-0.437974455337759,0.0959494063552293,0.958300958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
